,Brand,Price,Product_name,Rating,Review Votes,Reviews,Reviews_bw
175031,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,0,phone wouldn't turn on,phone turn
175032,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,It's great overall.,great overall
175033,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,all good no flaws,good no flaws
175034,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Good phone,good phone
175035,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Great sale!!!,great sale
175036,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,I love it!,love
175037,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,3,0,the charger is not original,charger not original
175038,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Excellent product!,excellent product
175039,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,before time and looks great,time looks great
175040,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Great phone,great phone
175041,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,good one,good one
175042,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Great phone!  Really happy.  I would definitely use this provider again!,great phone really happy would definitely use provider
175043,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,just what I wanted,wanted
175044,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Awesome,awesome
175045,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,"Great phone, best decision!",great phone best decision
175046,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Good Price - Good Condition - Working Better,good price good condition working better
175047,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,2,0,Minor problems with camera.,minor problems camera
175048,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,"Works great! When I received it, it looked nearly new.",works great received looked nearly new
175049,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,All good!,good
175050,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,"Great seller, great phone !",great seller great phone
175051,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,0,"I was very happy to find this iPhone 5S for such a good price, since it had been certified refurbished.  I bought it a few months ago and it worked wonderfully.  However I started noticing issues with the sound after about two months.  I could only use the speaker function to dial and to receive calls.  If I used earbuds, it seemed to work better.  However, yesterday when I put my earbuds in to listen to music, no sound came out at all.  When I tried to answer a phone cal, I put it on speaker and could barely understand anything my friend was saying.  She couldn't understand me either.I'm pretty disappointed with the quality of this phone and wish that these issues had occurred within a month so I could return this phone and get my money back.  Unfortunately it's too late now and I'm stuck with a phone that can't call or receive calls and can't even act as an iPod for music.  Pretty disappointing indeed.",happy find iphone good price since certified refurbished bought months ago worked wonderfully however started noticing issues sound two months could use speaker function dial receive calls used earbuds seemed work better however yesterday put earbuds listen music no sound came tried answer phone cal put speaker could barely understand anything friend saying understand either pretty disappointed quality phone wish issues occurred within month could return phone get money back unfortunately late stuck phone call receive calls even act ipod music pretty disappointing indeed
175052,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,0,Item is defective. I'm sending it back any day now,item defective sending back day
175053,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,I'm extremely happy with my new phone !,extremely happy new phone
175054,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,It's in great condition and I didn't have any problems with it at all,great condition problems
175055,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,"So far , it is great",far great
175056,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Thanks,thanks
175057,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Best phone I ever owned,best phone ever owned
175058,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Delivered as promised,delivered promised
175059,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,so far its awesome,far awesome
175060,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,everything worked perfectly well. would purchase again.,everything worked perfectly well would purchase
175061,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,"very Well, excellent",well excellent
175062,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,phone works great looks great very satisfied,phone works great looks great satisfied
175063,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,0,Not ringing,not ringing
175064,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,The phone was a Christmas gift and we are very happy with it,phone christmas gift happy
175065,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Cool,cool
175066,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,3,0,much smaller than i expected and will take time to get used to it!,much smaller expected take time get used
175067,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,exellent item,exellent item
175068,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Perfect. As described A+++,perfect described
175069,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Luk like new my son loves,luk like new son loves
175070,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,As described. Perfect!,described perfect
175071,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,I love my iphone,love iphone
175072,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,"Speedy ,",speedy
175073,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,all went very well and to my full satisfaction,went well full satisfaction
175074,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,2,4,"I have nothing but good things to say about the seller but the phone was disappointing. We didn't keep this phone bc it turned out to have been made for the Japanese market so we couldn't turn off the camera shutter sound. Additionally, the battery would sporadically die. However, when we contacted the seller about swapping it out for a phone that would be made for the US, he was amazingly responsive & 100% honest that they could not guarantee we would not get another phone with the same feature. I was impressed by how quickly the seller returned my emails and that they were honest about what they could provide. We had previously purchased a refurb phone for my daughter and have had no issues, but this is the 2nd refurb 5S we've gotten recently (the first was a Groupon deal that was also returned) and it's the 2nd one that ended up being made for the Japanese market and could not have the shutter sound muted. I ended up buying directly from a seller on Swappa so that I could be sure I would not have this same issue for a 3rd time. I would say that at this point, it's going to be hit or miss buying a 5S so as long as you know you can return it if there are any problems, it's worth the savings to give it a try.",nothing good things say seller phone disappointing keep phone bc turned made japanese market turn camera shutter sound additionally battery would sporadically die however contacted seller swapping phone would made us amazingly responsive honest could not guarantee would not get another phone feature impressed quickly seller returned emails honest could provide previously purchased refurb phone daughter no issues nd refurb gotten recently first groupon deal also returned nd one ended made japanese market could not shutter sound muted ended buying directly seller swappa could sure would not issue rd time would say point going hit miss buying long know return problems worth savings give try
175075,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Very satisfied with this product.,satisfied product
175076,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,This phone is new !!!,phone new
175077,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,1,The phone is having issues with charging. The cable has to have pressure pushing down on it to make connection. I have tried to use other charging cables and got the same result. I know this is a refurb but I didn't expect to have to have it repaired the same day I received it. I do not want to have to send this back to have it replace because I need it now. I would expect the charging to be one of the things that are checked on a refurbished phone.Update... the phone is now rebooting every few hours.  I want my money back!,phone issues charging cable pressure pushing make connection tried use charging cables got result know refurb expect repaired day received not want send back replace need would expect charging one things checked refurbished phone update phone rebooting every hours want money back
175078,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,love it only problem was the charger didn't work,love problem charger work
175079,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,3,0,The camera sound will not silent,camera sound not silent
175080,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,It's ok,ok
175081,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Excellent,excellent
175082,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Good,good
175083,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Cuz it is Awsome,cuz awsome
175084,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,There's no problems I notice.,no problems notice
175085,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,As described and perfect.  Thank you!,described perfect thank
175086,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Good,good
175087,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Great product and great price... Just loved it...,great product great price loved
175088,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Perfect,perfect
175089,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,I love it! Works perfectly!!,love works perfectly
175090,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Works great no issues,works great no issues
175091,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,excelente!,excelente
175092,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,"Great phone, I'm very satisfied with this purchase.",great phone satisfied purchase
175093,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Excelent...,excelent
175094,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Love it.,love
175095,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,It's in good condition,good condition
175096,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,3,"The phone looks brand new, however it did not come with the tool needed to insert the sim card.",phone looks brand new however not come tool needed insert sim card
175097,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Best value for a great product,best value great product
175098,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Absolutely sastisfied with this product ❤️,absolutely sastisfied product
175099,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,working well... thanks so much!!!,working well thanks much
175100,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,0,This product was already damaged,product already damaged
175101,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Everything works,everything works
175102,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,"like new , thanks !",like new thanks
175103,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,excellent  thank you Amazon.,excellent thank amazon
175104,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Perfecto,perfecto
175105,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,"The phone works fine, only a few light scratches on the back",phone works fine light scratches back
175106,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,2,0,item incomplete,item incomplete
175107,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Excelente. Muy bueno!,excelente muy bueno
175108,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Yes Very much.,yes much
175109,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,0,Says it's unlocked but it isn't,says unlocked
175110,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Excellent product,excellent product
175111,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Its great. Came looking like a brand new phone,great came looking like brand new phone
175112,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Excelent product,excelent product
175113,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,It was in great shape,great shape
175114,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Crear!,crear
175115,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Came in great condition.,came great condition
175116,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,0,very bad phone battery bad,bad phone battery bad
175117,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,In a very good shape,good shape
175118,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Great phone in great condition,great phone great condition
175119,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Everything was great,everything great
175120,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Excelent,excelent
175121,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Good!,good
175122,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,It was in perfect New condition without any scratches..,perfect new condition without scratches
175123,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Very good iPhon 5s,good iphon
175124,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Really good no marks,really good no marks
175125,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Ok,ok
175126,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Works perfectly thank you guys,works perfectly thank guys
175127,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Everything perfect!,everything perfect
175128,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,"It was on perfect condition , no problem with the phone.Thanks",perfect condition no problem phone thanks
175129,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,It's good iphone.Very beautiful.,good iphone beautiful
175130,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,All is ok,ok
175131,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,very good.,good
175132,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Exelente,exelente
175133,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Great phone . Works very good no problems !,great phone works good no problems
175134,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,I love my iphone 5s!!!,love iphone
175135,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Great,great
175136,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Very good iphone,good iphone
175137,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,1,0,"This iphone's battery has failed ever since I got it. It would go dead leaving me stranded with no phone and no way to contact people or use a map search to find your way around after I took it off a charger. I would have 90% battery, request an Uber and in 2 minutes it would be dead. I love taking pictures and there is no way to shut off the loud clicking shutter sound (even with volume at 0). Searching online people say the shutter sound being constant is because of the way my phone was unlocked. I can't say for sure why this happens but I'm pretty tech savvy and I've tried everything under the sun to make it stop to no avail. So when taking a picture in a quiet environment I would get ""the look"" from people after shattering the quiet with my phone. I have to fly home to see my family this week but I might have to travel without a phone b/c I have tech service  scheduled with the Apple Store for Monday or I might end up having to get a new phone. Worst purchase off of Amazon hands down, a nightmare.",iphone battery failed ever since got would go dead leaving stranded no phone no way contact people use map search find way around took charger would battery request uber minutes would dead love taking pictures no way shut loud clicking shutter sound even volume searching online people say shutter sound constant way phone unlocked say sure happens pretty tech savvy tried everything sun make stop no avail taking picture quiet environment would get look people shattering quiet phone fly home see family week might travel without phone b c tech service scheduled apple store monday might end get new phone worst purchase amazon hands nightmare
175138,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,All fine,fine
175139,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Perfect!,perfect
175140,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Nice phone..,nice phone
175141,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Sofar so good,sofar good
175142,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,"Like new, it works fine abroad.",like new works fine abroad
175143,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,1,"So far so good.  This is my sixth cell phone purchase off of Amazon and I have been pleased every time.  I was contemplating purchasing a brand new iPhone SE or 6, but I just couldn't bring myself to spending that much for a cell phone when all of them basically serve the same purpose.  I am very happy with my iPhone 5S, it looks practically brand new, works great, was reasonably priced, and came with a 90 day warranty.  Also, when I ordered it, I paid an additional $3 to have it sent next day.  It was sitting at my front door before noon the next day!!",far good sixth cell phone purchase amazon pleased every time contemplating purchasing brand new iphone se bring spending much cell phone basically serve purpose happy iphone looks practically brand new works great reasonably priced came day warranty also ordered paid additional sent next day sitting front door noon next day
175144,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,Great!,great
175145,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,really good,really good
175146,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Works well.,works well
175147,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,5,0,looks and works as new,looks works new
175148,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Good condition but no had clip for open phone.,good condition no clip open phone
175149,Apple,174.33,Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Internal Smartphone - Space Gray,4,0,Good buy,good buy
